+---------+-----------+--------+-----------+--------------------------------------------------+
| Unicode | Shift-JIS |  JIS   | Character | Description                                      |
| 0x5F77  | 0x9C66    | 0x5747 | 彷        | <CJK>                                            |
| 0x5F83  | 0x9C67    | 0x5748 | 徃        | <CJK>                                            |
| 0x5F82  | 0x9C68    | 0x5749 | 徂        | <CJK>                                            |
| 0x5F7F  | 0x9C69    | 0x574A | 彿        | <CJK>                                            |
| 0x5F8A  | 0x9C6A    | 0x574B | 徊        | <CJK>                                            |
| 0x5F88  | 0x9C6B    | 0x574C | 很        | <CJK>                                            |
| 0x5F91  | 0x9C6C    | 0x574D | 徑        | <CJK>                                            |
| 0x5F87  | 0x9C6D    | 0x574E | 徇        | <CJK>                                            |
| 0x5F9E  | 0x9C6E    | 0x574F | 從        | <CJK>                                            |
| 0x5F99  | 0x9C6F    | 0x5750 | 徙        | <CJK>                                            |
| 0x5F98  | 0x9C70    | 0x5751 | 徘        | <CJK>                                            |
| 0x5FA0  | 0x9C71    | 0x5752 | 徠        | <CJK>                                            |
| 0x5FA8  | 0x9C72    | 0x5753 | 徨        | <CJK>                                            |
| 0x5FAD  | 0x9C73    | 0x5754 | 徭        | <CJK>                                            |
| 0x5FBC  | 0x9C74    | 0x5755 | 徼        | <CJK>                                            |
| 0x5FD6  | 0x9C75    | 0x5756 | 忖        | <CJK>                                            |
| 0x5FFB  | 0x9C76    | 0x5757 | 忻        | <CJK>                                            |
| 0x5FE4  | 0x9C77    | 0x5758 | 忤        | <CJK>                                            |
| 0x5FF8  | 0x9C78    | 0x5759 | 忸        | <CJK>                                            |
| 0x5FF1  | 0x9C79    | 0x575A | 忱        | <CJK>                                            |
| 0x5FDD  | 0x9C7A    | 0x575B | 忝        | <CJK>                                            |
| 0x60B3  | 0x9C7B    | 0x575C | 悳        | <CJK>                                            |
| 0x5FFF  | 0x9C7C    | 0x575D | 忿        | <CJK>                                            |
| 0x6021  | 0x9C7D    | 0x575E | 怡        | <CJK>                                            |
| 0x6060  | 0x9C7E    | 0x575F | 恠        | <CJK>                                            |
| 0x6019  | 0x9C80    | 0x5760 | 怙        | <CJK>                                            |
| 0x6010  | 0x9C81    | 0x5761 | 怐        | <CJK>                                            |
| 0x6029  | 0x9C82    | 0x5762 | 怩        | <CJK>                                            |
| 0x600E  | 0x9C83    | 0x5763 | 怎        | <CJK>                                            |
| 0x6031  | 0x9C84    | 0x5764 | 怱        | <CJK>                                            |
| 0x601B  | 0x9C85    | 0x5765 | 怛        | <CJK>                                            |
| 0x6015  | 0x9C86    | 0x5766 | 怕        | <CJK>                                            |
| 0x602B  | 0x9C87    | 0x5767 | 怫        | <CJK>                                            |
| 0x6026  | 0x9C88    | 0x5768 | 怦        | <CJK>                                            |
| 0x600F  | 0x9C89    | 0x5769 | 怏        | <CJK>                                            |
| 0x603A  | 0x9C8A    | 0x576A | 怺        | <CJK>                                            |
| 0x605A  | 0x9C8B    | 0x576B | 恚        | <CJK>                                            |
| 0x6041  | 0x9C8C    | 0x576C | 恁        | <CJK>                                            |
| 0x606A  | 0x9C8D    | 0x576D | 恪        | <CJK>                                            |
| 0x6077  | 0x9C8E    | 0x576E | 恷        | <CJK>                                            |
| 0x605F  | 0x9C8F    | 0x576F | 恟        | <CJK>                                            |
| 0x604A  | 0x9C90    | 0x5770 | 恊        | <CJK>                                            |
| 0x6046  | 0x9C91    | 0x5771 | 恆        | <CJK>                                            |
| 0x604D  | 0x9C92    | 0x5772 | 恍        | <CJK>                                            |
| 0x6063  | 0x9C93    | 0x5773 | 恣        | <CJK>                                            |
| 0x6043  | 0x9C94    | 0x5774 | 恃        | <CJK>                                            |
| 0x6064  | 0x9C95    | 0x5775 | 恤        | <CJK>                                            |
| 0x6042  | 0x9C96    | 0x5776 | 恂        | <CJK>                                            |
| 0x606C  | 0x9C97    | 0x5777 | 恬        | <CJK>                                            |
| 0x606B  | 0x9C98    | 0x5778 | 恫        | <CJK>                                            |
| 0x6059  | 0x9C99    | 0x5779 | 恙        | <CJK>                                            |
| 0x6081  | 0x9C9A    | 0x577A | 悁        | <CJK>                                            |
| 0x608D  | 0x9C9B    | 0x577B | 悍        | <CJK>                                            |
| 0x60E7  | 0x9C9C    | 0x577C | 惧        | <CJK>                                            |
| 0x6083  | 0x9C9D    | 0x577D | 悃        | <CJK>                                            |
| 0x609A  | 0x9C9E    | 0x577E | 悚        | <CJK>                                            |
| 0x6084  | 0x9C9F    | 0x5821 | 悄        | <CJK>                                            |
| 0x609B  | 0x9CA0    | 0x5822 | 悛        | <CJK>                                            |
| 0x6096  | 0x9CA1    | 0x5823 | 悖        | <CJK>                                            |
| 0x6097  | 0x9CA2    | 0x5824 | 悗        | <CJK>                                            |
| 0x6092  | 0x9CA3    | 0x5825 | 悒        | <CJK>                                            |
| 0x60A7  | 0x9CA4    | 0x5826 | 悧        | <CJK>                                            |
| 0x608B  | 0x9CA5    | 0x5827 | 悋        | <CJK>                                            |
| 0x60E1  | 0x9CA6    | 0x5828 | 惡        | <CJK>                                            |
| 0x60B8  | 0x9CA7    | 0x5829 | 悸        | <CJK>                                            |
| 0x60E0  | 0x9CA8    | 0x582A | 惠        | <CJK>                                            |
| 0x60D3  | 0x9CA9    | 0x582B | 惓        | <CJK>                                            |
| 0x60B4  | 0x9CAA    | 0x582C | 悴        | <CJK>                                            |
| 0x5FF0  | 0x9CAB    | 0x582D | 忰        | <CJK>                                            |
| 0x60BD  | 0x9CAC    | 0x582E | 悽        | <CJK>                                            |
| 0x60C6  | 0x9CAD    | 0x582F | 惆        | <CJK>                                            |
| 0x60B5  | 0x9CAE    | 0x5830 | 悵        | <CJK>                                            |
| 0x60D8  | 0x9CAF    | 0x5831 | 惘        | <CJK>                                            |
| 0x614D  | 0x9CB0    | 0x5832 | 慍        | <CJK>                                            |
| 0x6115  | 0x9CB1    | 0x5833 | 愕        | <CJK>                                            |
| 0x6106  | 0x9CB2    | 0x5834 | 愆        | <CJK>                                            |
| 0x60F6  | 0x9CB3    | 0x5835 | 惶        | <CJK>                                            |
| 0x60F7  | 0x9CB4    | 0x5836 | 惷        | <CJK>                                            |
| 0x6100  | 0x9CB5    | 0x5837 | 愀        | <CJK>                                            |
| 0x60F4  | 0x9CB6    | 0x5838 | 惴        | <CJK>                                            |
| 0x60FA  | 0x9CB7    | 0x5839 | 惺        | <CJK>                                            |
| 0x6103  | 0x9CB8    | 0x583A | 愃        | <CJK>                                            |
| 0x6121  | 0x9CB9    | 0x583B | 愡        | <CJK>                                            |
| 0x60FB  | 0x9CBA    | 0x583C | 惻        | <CJK>                                            |
| 0x60F1  | 0x9CBB    | 0x583D | 惱        | <CJK>                                            |
| 0x610D  | 0x9CBC    | 0x583E | 愍        | <CJK>                                            |
| 0x610E  | 0x9CBD    | 0x583F | 愎        | <CJK>                                            |
| 0x6147  | 0x9CBE    | 0x5840 | 慇        | <CJK>                                            |
| 0x613E  | 0x9CBF    | 0x5841 | 愾        | <CJK>                                            |
| 0x6128  | 0x9CC0    | 0x5842 | 愨        | <CJK>                                            |
| 0x6127  | 0x9CC1    | 0x5843 | 愧        | <CJK>                                            |
| 0x614A  | 0x9CC2    | 0x5844 | 慊        | <CJK>                                            |
| 0x613F  | 0x9CC3    | 0x5845 | 愿        | <CJK>                                            |
| 0x613C  | 0x9CC4    | 0x5846 | 愼        | <CJK>                                            |
| 0x612C  | 0x9CC5    | 0x5847 | 愬        | <CJK>                                            |
| 0x6134  | 0x9CC6    | 0x5848 | 愴        | <CJK>                                            |
| 0x613D  | 0x9CC7    | 0x5849 | 愽        | <CJK>                                            |
| 0x6142  | 0x9CC8    | 0x584A | 慂        | <CJK>                                            |
| 0x6144  | 0x9CC9    | 0x584B | 慄        | <CJK>                                            |
| 0x6173  | 0x9CCA    | 0x584C | 慳        | <CJK>                                            |
| 0x6177  | 0x9CCB    | 0x584D | 慷        | <CJK>                                            |
| 0x6158  | 0x9CCC    | 0x584E | 慘        | <CJK>                                            |
| 0x6159  | 0x9CCD    | 0x584F | 慙        | <CJK>                                            |
| 0x615A  | 0x9CCE    | 0x5850 | 慚        | <CJK>                                            |
| 0x616B  | 0x9CCF    | 0x5851 | 慫        | <CJK>                                            |
| 0x6174  | 0x9CD0    | 0x5852 | 慴        | <CJK>                                            |
| 0x616F  | 0x9CD1    | 0x5853 | 慯        | <CJK>                                            |
| 0x6165  | 0x9CD2    | 0x5854 | 慥        | <CJK>                                            |
| 0x6171  | 0x9CD3    | 0x5855 | 慱        | <CJK>                                            |
| 0x615F  | 0x9CD4    | 0x5856 | 慟        | <CJK>                                            |
| 0x615D  | 0x9CD5    | 0x5857 | 慝        | <CJK>                                            |
| 0x6153  | 0x9CD6    | 0x5858 | 慓        | <CJK>                                            |
